title,link
خوسف,https://ganjoor.net/https://fa.wikipedia.org/wiki/%D8%AE%D9%88%D8%B3%D9%81
ویکی‌پدیای فارسی,https://ganjoor.net/https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D9%86_%D8%AD%D8%B3%D8%A7%D9%85_%D8%AE%D9%88%D8%B3%D9%81%DB%8C
غزلیات,https://ganjoor.net//ebnehesam/ghazalebn/
رباعیات,https://ganjoor.net//ebnehesam/robaeebn/
ترکیبات,https://ganjoor.net//ebnehesam/tarebn/
ترجیعات,https://ganjoor.net//ebnehesam/tarjeebnh/
استقبالهای ابن حسام از حافظ,https://ganjoor.net//ebnehesam/hafez/
