title,link
اطلاعات بیشتر,https://ganjoor.net/http://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%B3%D8%AA%DB%8C_%DA%AF%D9%86%D8%AC%D9%87%E2%80%8C%D8%A7%DB%8C
اطلاعات بیشتر,https://ganjoor.net/http://blog.ganjoor.net/1391/08/26/mahsati/
رباعیات,https://ganjoor.net//mahsati/robmah/
