title,link
دیوان اشعار,https://ganjoor.net//ahli/divan
شمع و پروانه,https://ganjoor.net//ahli/shamopar
سحر حلال,https://ganjoor.net//ahli/sehrehalal
ساقینامهٔ رباعی,https://ganjoor.net//ahli/saghiname
رباعیات گنجفه,https://ganjoor.net//ahli/ganjefe
