title,link
غزلها,https://ganjoor.net//orfi/ghazalor/
قصیده‌ها,https://ganjoor.net//orfi/ghasideha/
رباعیها,https://ganjoor.net//orfi/robaeeor/
قطعات,https://ganjoor.net//orfi/ghete-or/
مثنویات,https://ganjoor.net//orfi/masnavi-or/
ترکیب بند,https://ganjoor.net//orfi/tarkib-band/
ترجیع بند,https://ganjoor.net//orfi/tarjee-band/
