title,link
آتشکدهٔ نیر (اشعار عاشورایی),https://ganjoor.net//nayyer/atashkadehn/
لآلی منظومه,https://ganjoor.net//nayyer/laali-manzoome/
غزلیات,https://ganjoor.net//nayyer/ghazal-nt/
رباعیات,https://ganjoor.net//nayyer/robaee-nt/
سایر اشعار,https://ganjoor.net//nayyer/sayer-nt/
