title,link
گزیدهٔ اشعار,https://ganjoor.net//vahshi/divanv/
خلد برین,https://ganjoor.net//vahshi/khold-barin/
ناظر و منظور,https://ganjoor.net//vahshi/nazer-manzoor/
فرهاد و شیرین,https://ganjoor.net//vahshi/farhad-shirin/
