title,link
نسخهٔ آماده شده به کوشش خانم اکرم شفائی در دسترس از طریق وبگاه تصوف ایرانی,https://ganjoor.net/http://www.sufi.ir/MysticalBooks(35).php
مناجات نامه,https://ganjoor.net//abdullah/monajat/
طبقات الصوفیه - امالی پیر هرات,https://ganjoor.net//abdullah/tabaghat
صد میدان,https://ganjoor.net//abdullah/100meydan
