title,link
غزلیات,https://ganjoor.net//khajoo/ghazal-khajoo/
سام نامه - سراینده نامعلوم منسوب به خواجو,https://ganjoor.net//khajoo/samname
اوزان دیوان خواجو,https://ganjoor.net//khajoo/vazn/
استقبالهای خواجوی کرمانی از سعدی,https://ganjoor.net//khajoo/saadi/
استقبالهای حافظ از خواجوی کرمانی,https://ganjoor.net//hafez/khajoo/
