title,link
گلشن راز,https://ganjoor.net//shabestari/golshaneraz
نسخهٔ آماده شده به کوشش همراهان وبگاه تصوف ایرانی,https://ganjoor.net/http://www.sufi.ir/MysticalBooks(55).php
کنز الرموز,https://ganjoor.net//hoseyni/kanzorromooz
